date,value
6:09:02,3822
6:09:05,3392
6:09:08,3393
6:09:08,4356
6:09:10,1618
6:09:12,2212
6:09:13,1854
6:09:13,2797
6:09:15,3369
6:09:16,3369
6:09:18,1549
6:09:18,1802
6:09:19,4446
6:09:20,3492
6:09:20,3949
6:09:22,2747
6:09:29,2803
6:09:30,4565
6:09:31,2583
6:09:32,1495
6:09:32,4272
6:09:33,3046
6:09:33,2758
6:09:36,2584
6:09:37,3403
6:09:40,2442
6:09:41,4412
6:09:42,3011
6:09:43,4228
6:09:44,3168
6:09:45,4393
6:09:45,1680
6:09:47,1478
6:09:48,4442
6:09:49,4506
6:09:50,4394
6:09:50,3294
6:09:51,2632
6:09:55,3258
6:09:55,2369
6:09:57,4400
6:09:58,4019
6:09:59,4362
6:10:00,3300
6:10:03,2147
6:10:03,3278
6:10:04,3096
6:10:04,3572
6:10:04,2234
6:10:10,2102
6:10:12,2354
6:10:12,2266
6:10:13,2747
6:10:16,1983
6:10:17,3490
6:10:17,3001
6:10:18,4215
6:10:19,4029
6:10:20,2762
6:10:20,3002
6:10:21,2384
6:10:21,2945
6:10:22,4431
6:10:24,2191
6:10:26,1636
6:10:26,4464
6:10:26,4405
6:10:29,4550
6:10:31,2185
6:10:32,4414
6:10:34,1600
6:10:36,3788
6:10:36,4084
6:10:37,2909
6:10:37,3593
6:10:37,4338
6:10:43,3425
6:10:44,2201
6:10:45,3852
6:10:46,2876
6:10:46,3426
6:10:48,2947
6:10:49,2083
6:10:52,1651
6:10:53,2078
6:10:56,3539
6:10:57,3503
6:10:57,4069
6:10:59,4337
6:11:00,4352
6:11:02,3429
6:11:03,1933
6:11:03,4311
6:11:08,2943
6:11:09,3426
6:11:09,3245
6:11:10,1478
6:11:10,2933
6:11:10,4551
6:11:12,3426
6:11:12,4043
6:11:12,1594
6:11:12,4042
6:11:14,1621
6:11:15,2769
6:11:17,3198
6:11:18,3901
6:11:19,4425
6:11:20,4454
6:11:23,2787
6:11:24,3991
6:11:25,2668
6:11:25,3271
6:11:26,3723
6:11:28,4439
6:11:28,2777
6:11:29,4376
6:11:30,4304
6:11:31,4569
6:11:32,4405
6:11:32,1614
6:11:34,2283
6:11:34,4033
6:11:35,3256
6:11:37,4262
6:11:37,1456
6:11:38,1513
6:11:38,2100
6:11:39,4369
6:11:40,3900
6:11:45,2253
6:11:49,2533
6:11:51,1712
6:11:51,4243
6:11:51,3688
6:11:53,4335
6:11:57,2721
6:11:57,2718
6:11:57,2721
6:11:57,4021
6:11:58,3063
6:12:04,1499
6:12:05,1926
6:12:07,3333
6:12:09,2801
6:12:11,4505
6:12:12,4506
6:12:12,4490
6:12:13,3671
6:12:15,2845
6:12:15,2573
6:12:15,1938
6:12:16,2239
6:12:22,2854
6:12:23,1560
6:12:23,3230
6:12:23,4323
6:12:24,2795
6:12:26,4465
6:12:26,4399
6:12:27,4371
6:12:28,1676
6:12:29,3648
6:12:29,3221
6:12:29,3648
6:12:32,4089
6:12:35,4357
6:12:35,1547
6:12:35,4327
6:12:37,4227
6:12:38,2195
6:12:40,3343
6:12:40,4313
6:12:42,4408
6:12:49,4390
6:12:49,3914
6:12:49,4390
6:12:51,4184
6:12:51,2515
6:12:51,2763
6:12:51,3616
6:12:53,4185
6:12:58,2750
6:13:00,4164
6:13:04,4245
6:13:05,2253
6:13:07,3427
6:13:07,4335
6:13:08,3973
6:13:10,1453
6:13:12,2131
6:13:13,3003
6:13:13,4540
6:13:15,2030
6:13:16,3495
6:13:16,2430
6:13:17,4336
6:13:18,3755
6:13:18,1696
6:13:18,1696
6:13:19,3265
6:13:19,2968
6:13:20,2123
6:13:21,2124
6:13:21,3148
6:13:22,1770
6:13:24,4526
6:13:26,3281
6:13:26,4267
6:13:35,4418
6:13:36,3659
6:13:36,3024
6:13:36,3658
6:13:37,2635
6:13:38,4468
6:13:39,4401
6:13:39,2552
6:13:40,4018
6:13:42,2310
6:13:43,4208
6:13:46,1747
6:13:47,4277
6:13:49,1583
6:13:51,4358
6:13:53,4428
6:13:54,4552
6:13:57,2994
6:13:57,1943
6:13:58,2824
6:13:58,3112
6:14:00,4487
6:14:02,3016
6:14:04,1627
6:14:05,1728
6:14:05,4472
6:14:05,3872
6:14:06,3273
6:14:10,3843
6:14:18,3183
6:14:19,3647
6:14:21,2617
6:14:21,2893
6:14:22,1555
6:14:23,3274
6:14:24,4292
6:14:27,3414
6:14:28,1954
6:14:32,3493
6:14:32,3559
6:14:33,2139
6:14:33,2763
6:14:33,2325
6:14:38,4463
6:14:38,4564
6:14:40,3566
6:14:45,4345
6:14:46,3025
6:14:47,4412
6:14:49,3109
6:14:49,1640
6:14:51,3724
6:14:51,2020
6:14:52,4356
6:14:53,4132
6:14:55,2160
6:14:55,2422
6:14:55,4225
6:14:56,4452
6:14:56,4540
6:14:57,4051
6:14:57,4319
6:14:57,4050
6:14:57,4440
6:14:57,4550
6:14:58,3878
6:14:58,2338
6:15:00,3613
6:15:02,3756
6:15:02,1696
6:15:05,4554
6:15:08,4508
6:15:12,4407
6:15:12,4077
6:15:13,2733
6:15:17,4118
6:15:18,2786
6:15:19,2671
6:15:20,2001
6:15:20,1751
6:15:21,4549
6:15:21,2588
6:15:21,2269
6:15:22,4078
6:15:23,1520
6:15:24,2281
6:15:24,2157
6:15:25,4394
6:15:26,2830
6:15:26,3749
6:15:27,1981
6:15:29,3708
6:15:30,1470
6:15:30,1586
6:15:31,2775
6:15:31,4448
6:15:32,4477
6:15:35,4527
6:15:37,4504
6:15:39,2064
6:15:42,4336
6:15:42,2579
6:15:43,4359
6:15:44,1630
6:15:45,1938
6:15:50,1515
6:15:56,1805
6:15:56,1913
6:15:58,4120
6:15:58,4121
6:15:59,4120
6:16:00,2755
6:16:03,1664
6:16:03,2729
6:16:04,4556
6:16:04,4556
6:16:06,2161
6:16:07,4485
6:16:09,3584
6:16:09,3912
6:16:12,4429
6:16:14,2997
6:16:15,4153
6:16:19,1988
6:16:20,4452
6:16:20,4397
6:16:22,4298
6:16:25,3988
6:16:26,3042
6:16:26,2538
6:16:27,4441
6:16:27,1496
6:16:28,3693
6:16:28,3894
6:16:29,4557
6:16:31,3103
6:16:32,1615
6:16:33,3928
6:16:34,1478
6:16:35,3071
6:16:35,4000
6:16:37,2125
6:16:40,2355
6:16:43,4302
6:16:43,4427
6:16:43,3241
6:16:43,2222
6:16:45,2211
6:16:46,2400
6:16:48,4556
6:16:48,4192
6:16:49,1965
6:16:50,2153
6:16:52,4486
6:16:54,1946
6:16:55,3418
6:16:55,4005
6:17:00,4560
6:17:00,1588
6:17:01,2749
6:17:02,1918
